troop_id,troop_name,roster_index,armor_total,survivability_armor_v71,shield_hp,shield_armor,has_shield,has_horse,harness_armor,horse_extra_health,horse_speed,horse_maneuver,horse_charge_damage_audit_only,horse_charge_damage_max_audit_only,horse_item_ids_audit_only,shield_probability,horse_probability
bolton_veteran,Bolton Veteran,0,145.000000,41.550000,390.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bolton_volunteer,Bolton Recruit,0,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bolton_volunteer,Bolton Recruit,1,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bolton_volunteer,Bolton Recruit,2,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bolton_volunteer,Bolton Recruit,3,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
boneway_guardian,Boneway Guardian,0,147.000000,48.450000,280.000000,1.000000,true,true,75.000000,20.000000,60.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
bracken_archer,Bracken Archer,0,118.000000,35.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bracken_elite_archer,Bracken Elite Archer,0,130.000000,41.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bracken_footman,Bracken Footman,0,118.000000,35.000000,280.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bracken_horseman,Bracken Horseman,0,153.000000,42.750000,315.000000,9.000000,true,true,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,1.000000,1.000000
bracken_houseguard,Bracken House Guard,0,156.000000,44.400000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bracken_levy,Bracken Levy,0,97.000000,29.950000,280.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bracken_man_at_arms,Bracken Man at Arms,0,133.000000,43.250000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bracken_master_pikeman,Bracken Pikemaster,0,177.000000,54.850000,400.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
bracken_recruit,Bracken Recruit,0,34.000000,9.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
bracken_rider,Bracken Rider,0,118.000000,35.000000,280.000000,8.000000,true,true,35.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,1.000000,1.000000
casterly_champion,Casterly Rock Champion,0,191.000000,54.950000,370.000000,1.000000,true,true,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,1.000000,1.000000
casterly_crossbowman,Casterly Rock Crossbowman,0,130.000000,43.900000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
casterly_guard,Casterly Rock Guard,0,78.000000,23.300000,400.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
casterly_guardian,Guardian of the Rock,0,209.000000,60.650000,400.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
casterly_knight,Casterly Rock Knight,0,197.000000,57.050000,370.000000,1.000000,true,true,45.000000,15.000000,48.000000,65.000000,16.000000,16.000000,hunter,1.000000,1.000000
casterly_marshal,Casterly Rock Pikeman,0,197.000000,57.050000,400.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
casterly_master_crossbowman,Casterly Rock Master Crossbowman,0,130.000000,43.900000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
casterly_pikeman,Casterly Rock Marshal,0,209.000000,60.650000,400.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
casterly_soldier,Casterly Rock Soldier,0,106.000000,36.900000,400.000000,8.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
casterly_squire,Casterly Rock Squire,0,116.000000,36.000000,370.000000,1.000000,true,true,10.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,1.000000,1.000000
celtigar_archer,Celtigar Archer,0,131.000000,35.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_banneret,Celtigar Banneret,0,198.000000,60.500000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
celtigar_footman,Celtigar Footman,0,131.000000,35.350000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
celtigar_halberdier,Celtigar Halberdier,0,192.000000,57.700000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
celtigar_horseman,Celtigar Horseman,0,166.000000,48.400000,315.000000,9.000000,true,true,35.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,1.000000,1.000000
celtigar_knight,Celtigar Knight,0,192.000000,57.700000,500.000000,1.000000,true,true,35.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,1.000000,1.000000
celtigar_levy,Celtigar Levy,0,109.000000,34.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_man_at_arms,Celtigar Man at Arms,0,153.000000,43.450000,315.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
celtigar_recruit,Celtigar Recruit,0,42.000000,12.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_recruit,Celtigar Recruit,1,37.000000,10.850000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_recruit,Celtigar Recruit,2,34.000000,9.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_recruit,Celtigar Recruit,3,38.000000,10.900000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
celtigar_veteran_archer,Celtigar Veteran Archer,0,153.000000,43.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_archer,Cerwyn Archer,0,116.000000,36.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_axeman,Cerwyn Axeman,0,137.000000,37.250000,520.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
cerwyn_horseman,Cerwyn Horseman,0,147.000000,42.750000,520.000000,1.000000,true,true,35.000000,70.000000,55.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
cerwyn_levy,Cerwyn Levy,0,79.000000,23.650000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
cerwyn_marauder,Cerwyn Marauder,0,147.000000,42.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_master_axeman,Cerwyn Veteran Axeman,0,147.000000,42.750000,520.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
cerwyn_scout,Cerwyn Scout,0,137.000000,37.250000,390.000000,1.000000,true,true,18.000000,20.000000,52.000000,57.000000,20.000000,20.000000,battania_horse,1.000000,1.000000
cerwyn_soldier,Cerwyn Soldier,0,116.000000,36.200000,520.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
cerwyn_veteran_archer,Cerwyn Veteran Archer,0,137.000000,37.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_volunteer,Cerwyn Recruit,0,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_volunteer,Cerwyn Recruit,1,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_volunteer,Cerwyn Recruit,2,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cerwyn_volunteer,Cerwyn Recruit,3,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_archer,Clegane Archer,0,113.000000,35.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_elite_archer,Clegane Elite Archer,0,135.000000,36.850000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_footman,Clegane Footman,0,106.000000,34.300000,305.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
clegane_horseman,Clegane Brigand,0,161.000000,46.150000,500.000000,1.000000,true,true,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,1.000000,1.000000
clegane_houseguard,Clegane House Guard,0,161.000000,46.150000,500.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
clegane_levy,Clegane Levy,0,60.000000,17.000000,305.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
clegane_man_at_arms,Clegane Man at Arms,0,135.000000,36.850000,500.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
clegane_man_at_arms,Clegane Man at Arms,1,135.000000,36.850000,500.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
clegane_recruit,Clegane Recruit,0,45.000000,12.150000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_recruit,Clegane Recruit,1,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_recruit,Clegane Recruit,2,41.000000,11.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_recruit,Clegane Recruit,3,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
clegane_scout,Clegane Scout,0,113.000000,35.750000,305.000000,1.000000,true,true,18.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,1.000000,1.000000
crownlands_bowman,Crownlands Bowman,0,54.000000,16.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_levy,Crownlands Levy,0,65.000000,20.550000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_archer,City Watch Crossbowman,0,91.000000,27.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_archer,City Watch Crossbowman,1,83.000000,24.650000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_archer,City Watch Crossbowman,2,91.000000,27.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_archer,City Watch Crossbowman,3,91.000000,27.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_spearman,City Watch Spearman,0,119.000000,37.250000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_spearman,City Watch Spearman,1,119.000000,37.250000,470.000000,17.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_spearman,City Watch Spearman,2,119.000000,37.250000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_spearman,City Watch Spearman,3,119.000000,37.250000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_veteran_archer,City Watch Veteran Crossbowman,0,119.000000,37.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_veteran_archer,City Watch Veteran Crossbowman,1,119.000000,37.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_veteran_archer,City Watch Veteran Crossbowman,2,119.000000,37.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_veteran_archer,City Watch Veteran Crossbowman,3,119.000000,37.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_militia_veteran_spearman,City Watch Veteran Spearman,0,141.000000,38.350000,470.000000,17.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_veteran_spearman,City Watch Veteran Spearman,1,141.000000,38.350000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_veteran_spearman,City Watch Veteran Spearman,2,141.000000,38.350000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_militia_veteran_spearman,City Watch Veteran Spearman,3,141.000000,38.350000,370.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
crownlands_noble_recruit,Crownlands Noble's Son,0,52.000000,13.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_recruit,Crownlands Recruit,0,37.000000,9.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
crownlands_squire,Crownlands Squire,0,71.000000,21.750000,280.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
cursed_wight,Cursed Wight,0,74.000000,19.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
cursed_wight,Cursed Wight,1,93.000000,25.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_archer,Dayne Archer,0,107.000000,33.550000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_horseman,Dayne Horseman,0,149.000000,42.150000,280.000000,8.000000,true,true,35.000000,10.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
dayne_knight,Dayne Knight,0,169.000000,49.050000,400.000000,1.000000,true,true,75.000000,20.000000,60.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
dayne_levy,Dayne Levy,0,98.000000,33.100000,305.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
dayne_man_at_arms,Dayne Footman,0,107.000000,33.550000,305.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
dayne_pikeman,Dayne Man at Arms,0,160.000000,46.600000,400.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
dayne_recruit,Dayne Recruit,0,45.000000,12.150000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_recruit,Dayne Recruit,1,40.000000,11.000000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_recruit,Dayne Recruit,2,41.000000,11.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_recruit,Dayne Recruit,3,48.000000,13.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_starfall_knights,Knights of Starfall,0,197.000000,58.650000,400.000000,1.000000,true,true,75.000000,20.000000,60.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
dayne_veteran_archer,Dayne Veteran Archer,0,128.000000,34.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dayne_veteran_pikeman,Dayne Pikeman,0,173.000000,49.250000,400.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
devout_bearded_priest,Norvoshi Devout Bearded Priest,0,178.000000,51.400000,250.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
dexterous_wight,Dexterous Wight,0,54.000000,18.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dondarion_boltknight,Dondarrion Boltknight,0,195.000000,56.950000,300.000000,10.000000,true,true,75.000000,40.000000,62.000000,71.000000,27.000000,27.000000,t3_sturgia_horse,1.000000,1.000000
dondarion_bowman,Dondarrion Bowman,0,116.000000,35.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
dondarion_footman,Dondarrion Footman,0,111.000000,33.850000,220.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
dondarion_horseman,Dondarrion Horseman,0,117.000000,35.950000,300.000000,10.000000,true,true,35.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,1.000000,1.000000
